TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;3228.000000;3233525.37;;2026-02-28;PJ;61.585.865/0001-51;RAIA DROGASIL S;2032-11-10;S;DI1;DI de um dia;100.000000;0.624408;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;5198.000000;1133114.40;;;PJ;01.599.101/0001-93;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2027-12-31;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;520.000000;524091.84;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CREDITORIOS AGRONEGOCIO SA;2029-09-05;S;DI1;DI de um dia;100.000000;3.500000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;20.000000;21611.52;;;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2034-02-10;S;DI1;DI de um dia;107.000000;0.000000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;25.000000;25543.21;;;PJ;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;2029-04-12;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;460.000000;474583.27;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CREDITORIOS AGRONEGOCIO SA;2030-08-15;S;DI1;DI de um dia;103.100000;0.000100;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-11-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;303.000000;155089.53;;;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2026-12-17;S;DI1;DI de um dia;100.000000;5.350000;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;972.000000;984771.71;;2026-02-28;PJ;06.272.793/0001-84;EQUATORIAL MARA;2030-05-15;S;DI1;DI de um dia;100.000000;0.952665;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;1347.000000;1349078.25;;2026-02-28;PJ;16.670.085/0001-55;LOCALIZA;2030-05-20;S;DI1;DI de um dia;100.000000;2.713722;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-11-30;Debêntures;Debênture simples;N;Para negociação;;;;;217.000000;234002.32;;2026-02-28;PJ;04.601.397/0001-28;BRISANET SERVIC;2030-07-10;S;DI1;DI de um dia;100.000000;1.623759;;S;N;
