TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
CLASSES - FIF;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;218785044.97;;;Outros;999 X 999
CLASSES - FIF;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3345468.18;;;SDP;DI1 X PRE
CLASSES - FIF;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;193475080.54;;;Outros;999 X 999
CLASSES - FIF;02.885.730/0001-42;KONA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2026-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7279874.75;;;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2693849.60;;2026-05-29;SBP;TBF X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;193804375.78;;2026-05-29;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;6486536.04;;2026-05-29;SBD;SB1 X DI1
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;40855858.57;;2026-05-29;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;26743223.25;;2026-05-29;SDL;DI1 X IAP
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3592522.84;;2026-05-29;SDC;DI1 X DOL
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-02-28;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;137292725.91;;2026-05-29;SBD;SB1 X DI1
CLASSES - FIF;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO FINANCEIRO CAMBIAL LONGO PRAZO RESPONSABILIDADE LIMITADA;2026-02-28;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4636518.79;;;SDE;DI1 X REU
