TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-02-28;426454;1477656785.64;AÇÕES;Ação ordinária;N;Para negociação;3000.00;71382.00;5500.00;124065.00;120562.00;3034545.54;;;MULT3;;;;;;;;2007-07-27;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-02-28;426454;1477656785.64;AÇÕES;Ação ordinária;N;Para negociação;10500.00;213969.00;19100.00;387178.00;444424.00;8288507.60;;;LREN3;;;;;;;;1973-07-24;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-02-28;426454;1477656785.64;AÇÕES;Ação ordinária;N;Para negociação;12500.00;198375.00;22700.00;360956.00;522545.00;7827724.10;;;CSAN3;;;;;;;;2005-11-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-02-28;426454;1477656785.64;AÇÕES;Ação ordinária;N;Para negociação;3500.00;62643.00;6400.00;111613.00;280819.00;4796388.52;;;ALSO3;;;;;;;;2019-08-06;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-02-28;426454;1477656785.64;AÇÕES;Ação ordinária;N;Para negociação;12000.00;189960.00;21800.00;341254.00;554684.00;8203776.36;;;VBBR3;;;;;;;;2021-10-22;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-02-28;426454;1477656785.64;AÇÕES;Ação ordinária;N;Para negociação;12500.00;368625.00;22700.00;671212.00;976700.00;24954685.00;;;RDOR3;;;;;;;;2020-12-10;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-02-28;426454;1477656785.64;AÇÕES;Ação ordinária;N;Para negociação;11500.00;82271.00;20900.00;161593.00;485197.00;2988813.52;;;BRFS3;;;;;;;;2009-12-10;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-02-28;426454;1477656785.64;AÇÕES;Ação ordinária;N;Para negociação;17000.00;38216.00;30900.00;71418.00;696107.00;1343486.51;;;VIIA3;;;;;;;;2021-08-16;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-02-28;426454;1477656785.64;AÇÕES;Ação ordinária;N;Para negociação;39500.00;1136810.00;71700.00;1995924.00;1661767.00;47775801.25;;;PETR3;;;;;;;;1973-09-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-02-28;426454;1477656785.64;AÇÕES;Ação ordinária;N;Para negociação;13000.00;308308.00;23600.00;557500.00;531385.00;12051811.80;;;RADL3;;;;;;;;2011-12-19;;;;
