TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
FI;01.622.154/0001-88;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA HOUSTON;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;7654226.82;;;SDL;DI1 X IAP
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVEST. NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;317003411.14;;2023-10-29;Outros;999 X 999
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVEST. NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;142511.54;;2023-10-29;SDP;DI1 X PRE
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVEST. NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;173831104.40;;2023-10-29;Outros;999 X 999
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVEST. NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;12383.24;;2023-10-29;SDP;DI1 X PRE
FI;02.727.085/0001-30;MÁXIMA  FMP - FGTS  PETROBRAS;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;02.885.730/0001-42;KONA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;75481777.13;;;SDP;DI1 X PRE
FI;02.885.730/0001-42;KONA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;10194070.32;;;SDP;DI1 X PRE
FI;03.737.188/0001-43;FUNDO DE INVESTIMENTO CAIXA MULTIMERCADO RV 30 LONGO PRAZO;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3402554.19;;;Outros;999 X 999
FI;03.737.188/0001-43;FUNDO DE INVESTIMENTO CAIXA MULTIMERCADO RV 30 LONGO PRAZO;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1683536.34;;;Outros;999 X 999
FI;03.919.474/0001-20;BANESTES  FMP - FGTS  PETROBRAS;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;28393436.46;;2023-10-29;SDL;DI1 X IAP
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2049653.84;;2023-10-29;SBP;TBF X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;204104453.48;;2023-10-29;SDP;DI1 X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;594325.61;;2023-10-29;SCP;DOL X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;54024181.11;;2023-10-29;SDP;DI1 X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;55986269.76;;2023-10-29;SDL;DI1 X IAP
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;141175231.11;;2023-10-29;SDC;DI1 X DOL
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;16328553.05;;2023-10-29;SBD;SB1 X DI1
FI;04.573.108/0001-24;FUNDO DE INVESTIMENTO MULTIMERCADO BARRA VELHA II CRÉDITO PRIVADO;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;434753.82;;;SDL;DI1 X IAP
FI;04.894.428/0001-86;BANESTES FMP-FGTS VALE DO RIO DOCE;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO CAMBIAL LP;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1621278.33;;;SDE;DI1 X REU
FI;05.592.116/0001-80;LAWTON MULTIMERCADO EXCLUSIVO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;36742455.22;;;SDE;DI1 X REU
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;323737827.15;;;SEP;REU X PRE
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;358715209.57;;;Outros;999 X 999
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;149375531.82;;;SCP;DOL X PRE
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;104454417.29;;;SDL;DI1 X IAP
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;56353339.85;;;SDE;DI1 X REU
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;524354358.84;;;SEP;REU X PRE
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;415574162.55;;;Outros;999 X 999
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;194080436.21;;;SCP;DOL X PRE
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;185253954.49;;;SDC;DI1 X DOL
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;167914541.32;;;SDE;DI1 X REU
FI;05.754.066/0001-90;FUNDO DE INVESTIMENTO MULTIMERCADO ÁGATA CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3391.11;;;SDP;DI1 X PRE
FI;07.046.169/0001-21;ASCESE FUNDO DE INVESTIMENTOS EM AÇÕES;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;356217.89;;2024-01-27;Outros;999 X 999
FI;07.364.774/0001-40;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO VIENA;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;341439.36;;2023-10-29;SDL;DI1 X IAP
FI;07.664.177/0001-31;FUNDO DE INVESTIMENTO CAIXA MASTER ESTRATEGICO MULTIMERCADO LONGO PRAZO;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;467443.54;;;Outros;999 X 999
FI;07.664.177/0001-31;FUNDO DE INVESTIMENTO CAIXA MASTER ESTRATEGICO MULTIMERCADO LONGO PRAZO;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;227504.91;;;Outros;999 X 999
FI;08.771.962/0001-56;OITI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;351543107.80;;;SCP;DOL X PRE
FI;08.771.962/0001-56;OITI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;180483828.44;;;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;989168067.83;;2023-10-29;SCP;DOL X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;474176517.62;;2023-10-29;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;136980361.39;;2023-10-29;SDP;DI1 X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;408236115.66;;2023-10-29;Outros;999 X 999
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;74131714.68;;2023-10-29;SDC;DI1 X DOL
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;21546617.81;;2023-10-29;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;60419972.98;;2023-10-29;SDL;DI1 X IAP
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;902782414.69;;2023-10-29;SCP;DOL X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;512888657.87;;2023-10-29;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;759100049.69;;2023-10-29;Outros;999 X 999
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;17297.83;;2023-10-29;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1362582277.96;;2023-10-29;SDC;DI1 X DOL
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;880396291.86;;2023-10-29;SDP;DI1 X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;587455751.00;;2023-10-29;SDE;DI1 X REU
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;25061216.08;;2023-10-29;SCP;DOL X PRE
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1362733.91;;2023-10-29;SDL;DI1 X IAP
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;43285165.81;;2023-10-29;SDP;DI1 X PRE
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;56259644.31;;2023-10-29;SDC;DI1 X DOL
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;784324023.99;;2023-10-29;Outros;999 X 999
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;9544740.42;;2023-10-29;SDP;DI1 X PRE
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;6696284.36;;2023-10-29;SDL;DI1 X IAP
FI;09.228.836/0001-12;HORIZON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;25563353.86;;2023-10-29;SCP;DOL X PRE
