TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-11-30;566568;1389036146.40;AÇÕES;Ação ordinária;N;Para negociação;65252.00;2493246.00;1300.00;51136.00;1567560.00;59097012.00;;;PETR3;;;;;;;;1973-09-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-11-30;566568;1389036146.40;AÇÕES;Ação ordinária;N;Para negociação;25047.00;1268706.83;500.00;25474.00;678761.00;36836359.47;;;BBAS3;;;;;;;;1973-05-31;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-11-30;566568;1389036146.40;AÇÕES;Ação ordinária;N;Para negociação;20592.00;370953.55;400.00;7292.00;792405.00;14065188.75;;;CSAN3;;;;;;;;2005-11-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-11-30;566568;1389036146.40;AÇÕES;Ação ordinária;N;Para negociação;6634.00;68278.82;100.00;1063.00;133491.00;1290857.97;;;MRVE3;;;;;;;;2007-07-23;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-11-30;566568;1389036146.40;AÇÕES;Ação ordinária;N;Para negociação;17546.00;228716.66;300.00;3940.00;354285.00;4797018.90;;;CCRO3;;;;;;;;2002-02-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-11-30;566568;1389036146.40;AÇÕES;Ação ordinária;N;Para negociação;19310.00;73568.55;400.00;1550.00;390063.00;1568053.26;;;CIEL3;;;;;;;;2009-12-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-11-30;566568;1389036146.40;AÇÕES;Ação ordinária;N;Para negociação;76220.00;347388.58;1500.00;6877.00;2120127.00;9264954.99;;;HAPV3;;;;;;;;2018-04-25;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-11-30;566568;1389036146.40;AÇÕES;Ação ordinária;N;Para negociação;4687.00;98217.03;100.00;2095.00;94700.00;2068248.00;;;CYRE3;;;;;;;;1996-05-27;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-11-30;566568;1389036146.40;AÇÕES;Ação ordinária;N;Para negociação;16770.00;238291.28;400.00;5800.00;540402.00;8846380.74;;;LREN3;;;;;;;;1973-07-24;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-11-30;566568;1389036146.40;AÇÕES;Ação ordinária;N;Para negociação;20592.00;524409.13;400.00;10255.00;572159.00;15219429.40;;;RDOR3;;;;;;;;2020-12-10;;;;
