TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
CLASSES - FIF;02.885.730/0001-42;KONA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;83616742.49;;;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;13186228.09;;2025-10-29;SDL;DI1 X IAP
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1506888.72;;2025-10-29;SBP;TBF X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;186216558.75;;2025-10-29;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;61595583.36;;2025-10-29;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;165807062.16;;2025-10-29;SBD;SB1 X DI1
CLASSES - FIF;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO FINANCEIRO CAMBIAL LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;619768.00;;;SDE;DI1 X REU
CLASSES - FIF;07.046.169/0001-21;ASCESE FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;74881.16;;2026-01-27;Outros;999 X 999
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;365044500.38;;;SCE;DOL X REU
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-07-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4957.36;;;SDC;DI1 X DOL
