TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
FI;01.622.154/0001-88;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO SPIN RESPONSABILIDADE LIMITADA;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;8074143.67;;;SDL;DI1 X IAP
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;365306.06;;2024-06-29;SDP;DI1 X PRE
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;317284513.80;;2024-06-29;Outros;999 X 999
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;15825.29;;2024-06-29;SDP;DI1 X PRE
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;170000979.35;;2024-06-29;Outros;999 X 999
FI;02.727.085/0001-30;MÁXIMA  FMP - FGTS  PETROBRAS;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;02.885.730/0001-42;KONA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;70472547.26;;;SDP;DI1 X PRE
FI;02.885.730/0001-42;KONA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2228098.71;;;SDP;DI1 X PRE
FI;03.737.188/0001-43;CAIXA RV 30 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LONGO PRAZO - RESPONSABILIDADE LIMITADA;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;147548.80;;;Outros;999 X 999
FI;03.919.474/0001-20;BANESTES  FMP - FGTS  PETROBRAS;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;29702466.45;;2024-06-29;SDL;DI1 X IAP
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1887777.68;;2024-06-29;SBP;TBF X PRE
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;190539372.46;;2024-06-29;SDP;DI1 X PRE
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;48722642.18;;2024-06-29;SDP;DI1 X PRE
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;64462020.80;;2024-06-29;SDL;DI1 X IAP
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;10569563.83;;2024-06-29;SDC;DI1 X DOL
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;35980905.98;;2024-06-29;SBD;SB1 X DI1
FI;04.573.108/0001-24;BARRA VELHA II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;457193.45;;;SDL;DI1 X IAP
FI;04.894.428/0001-86;BANESTES FMP-FGTS VALE DO RIO DOCE;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO FINANCEIRO CAMBIAL LONGO PRAZO RESPONSABILIDADE LIMITADA;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;727736.77;;;SDE;DI1 X REU
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;218927884.61;;;SEP;REU X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;100853901.18;;;SCP;DOL X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;33927169.99;;;SDC;DI1 X DOL
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;74353643.40;;;SDL;DI1 X IAP
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;91850712.87;;;SDE;DI1 X REU
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;363856934.72;;;Outros;999 X 999
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;48972426.00;;;SDE;DI1 X REU
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2130186.65;;;SCP;DOL X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;9625509.05;;;SDC;DI1 X DOL
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;259028536.27;;;SEP;REU X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;351426049.01;;;Outros;999 X 999
