TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
CLASSES - FIF;00.017.024/0001-53;FIF - CLASSE DE INVESTIMENTO   RENDA FIXA EXPONENCIAL - RESP LIMITADA;2026-03-31;1176182.23
CLASSES - FIF;00.068.305/0001-35;CAIXA EMPREENDER FIC DE CLASSE DE FIF RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA;2026-03-31;40311895.22
CLASSES - FIF;00.071.477/0001-68;BB RENDA FIXA AUTOMÁTICO EMPRESA SIMPLES FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO RESP LIMITADA;2026-03-31;787010806.61
CLASSES - FIF;00.073.041/0001-08;BB BESC RENDA FIXA PRÁTICO CRÉDITO PRIVADO FIF RESPONSABILIDADE LIMITADA;2026-03-31;9237848.71
CLASSES - FIF;00.083.181/0001-67;OPP I FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;27100474276.32
CLASSES - FIF;00.089.915/0001-15;AMW 2 FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2026-03-31;18118793.23
CLASSES - FIF;00.102.322/0001-41;BOREAL AÇÕES III FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-03-31;9117342.94
CLASSES - FIF;00.180.995/0001-10;SAFRA EXECUTIVE MAX FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INV EM COTAS RENDA FIXA RESP LIMITADA;2026-03-31;81830509.34
CLASSES - FIF;00.185.259/0001-54;OPPORTUNITY LÓGICA II FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;124524821.16
CLASSES - FIF;00.194.256/0001-87;BB EXTRAMERCADO FAE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2026-03-31;5116592801.10
CLASSES - FIF;00.211.294/0001-09;BRADESCO FIF - CLASSE DE INVESTIMENTO RF LP EUCALIPTO - RESP LIMITADA;2026-03-31;755886008.62
CLASSES - FIF;00.222.725/0001-24;SANTANDER CRESCIMENTO CENTRUM RENDA FIXA - CIC FIF RESPONSABILIDADE LIMITADA;2026-03-31;63093306.23
CLASSES - FIF;00.222.816/0001-60;SAFRA EXECUTIVE FIF CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA RESPONSABILIDADE LIMITADA;2026-03-31;620120096.88
CLASSES - FIF;00.280.302/0001-60;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA CRÉDITO PRIVADO LP TIPO - RESP LIMITADA;2026-03-31;269992639.65
CLASSES - FIF;00.306.278/0001-91;BRADESCO FIC DE FI FINANCEIRO RENDA FIXA REFERENCIADA DI - RESPONSABILIDADE LIMITADA;2026-03-31;3177130798.12
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2026-03-31;6340348112.87
CLASSES - FIF;00.346.750/0001-10;NECTON FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2026-03-31;2746465.14
CLASSES - FIF;00.360.293/0001-18;BB RENDA FIXA DIVIDA EXTERNA MIL FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2026-03-31;22485204.00
CLASSES - FIF;00.524.617/0001-06;CAMBIAL DÓLAR FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2026-03-31;27692313.68
CLASSES - FIF;00.539.553/0001-17;SAFRA BUILDING BLOCK LIQUIDEZ I FIF CIC MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2026-03-31;355923088.85
CLASSES - FIF;00.598.452/0001-17;MERCANTIL PLENO RENDA FIXA REFERENCIADO DI LONGO PRAZO  FIF - RESPONSABILIDADE LIMITADA;2026-03-31;10920143.23
CLASSES - FIF;00.601.692/0001-23;FAMA FI EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO EM AÇÕES RESP LTDA;2026-03-31;43774365.56
CLASSES - FIF;00.743.026/0001-20;BANRISUL VIP FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2026-03-31;82864518.48
CLASSES - FIF;00.756.851/0001-69;BB RENDA FIXA REFERENCIADO DI ÁGIL FUNDO DE INVESTIMENTO EM COTAS DE FIF RESPONSABILIDADE LIMITADA;2026-03-31;2477440998.28
CLASSES - FIF;00.777.815/0001-81;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LP FUNCIONÁRIO - RESP LIMITADA;2026-03-31;95194430.57
CLASSES - FIF;00.785.365/0001-79;ITAÚ MONEY MARKET RENDA FIXA FIF DA CIC RESP LIMITADA;2026-03-31;57813563.93
CLASSES - FIF;00.793.947/0001-05;BRADESCO VÊNUS FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESPONSABILIDADE LIMITADA;2026-03-31;40821719.31
