TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;31/03/2026;Debêntures;Debênture simples;N;Para negociação;;;;;9.512.000.000;9506201.92;;29/06/2026;PJ;07.859.971/0001-30;TRANSMISS ALIAN;15/03/2036;S;DI1;DI de um dia;100.000.000;0.674525;;S;N;
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;31/03/2026;Debêntures;Debênture simples;N;Para negociação;;;;;9.512.000.000;9493036.33;;29/06/2026;PJ;07.859.971/0001-30;TRANSMISS ALIAN;15/03/2033;S;DI1;DI de um dia;100.000.000;0.566152;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;31/03/2026;Debêntures;Debênture simples;N;Para negociação;;;;;5.198.000.000;615619.16;;;PJ;01.599.101/0001-93;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;31/12/2027;S;DI1;DI de um dia;100.000.000;0.000000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;31/03/2026;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;61.000.000;61582.56;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CREDITORIOS AGRONEGOCIO SA;05/09/2029;S;DI1;DI de um dia;100.000.000;3.500.000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;31/03/2026;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;191.000.000;194112.70;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CREDITORIOS AGRONEGOCIO SA;15/08/2030;S;DI1;DI de um dia;103.100.000;0.000100;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;31/03/2026;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;731.000.000;738541.48;;;PJ;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;23/12/2032;S;DI1;DI de um dia;100.000.000;0.800000;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;31/03/2026;Debêntures;Debênture simples;N;Para negociação;;;;;400.000.000;213050.11;;29/06/2026;PJ;47.960.950/0001-21;MAGAZ LUIZA;15/10/2026;S;DI1;DI de um dia;100.000.000;5.300.886;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;31/03/2026;Debêntures;Debênture simples;N;Para negociação;;;;;1.750.000.000;1788847.62;;29/06/2026;PJ;02.451.848/0001-62;CONCES ANHANGUE;15/07/2032;S;DI1;DI de um dia;100.000.000;1.740.027;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;31/03/2026;Debêntures;Debênture simples;N;Para negociação;;;;;372.000.000;468909.65;;29/06/2026;PJ;32.431.519/0001-10;HELIO VALGAS;15/06/2038;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000.000;20.931.660;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;31/03/2026;Debêntures;Debênture simples;N;Para negociação;;;;;146.000.000;782799.59;;29/06/2026;PJ;10.835.932/0001-08;CELPE;15/04/2026;S;DI1;DI de um dia;111.000.000;0.462077;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;31/03/2026;Debêntures;Debênture simples;N;Para negociação;;;;;537.000.000;286019.78;;29/06/2026;PJ;47.960.950/0001-21;MAGAZ LUIZA;15/10/2026;S;DI1;DI de um dia;100.000.000;1.797.410;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;31/03/2026;Debêntures;Debênture simples;N;Para negociação;;;;;211.000.000;226244.36;;29/06/2026;PJ;67.620.377/0001-14;MINERVA;15/10/2026;S;DI1;DI de um dia;100.000.000;2.085.789;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;31/03/2026;Debêntures;Debênture simples;N;Para negociação;;;;;55.000.000;58973.65;;29/06/2026;PJ;67.620.377/0001-14;MINERVA;15/10/2026;S;DI1;DI de um dia;100.000.000;2.608.505;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;31/03/2026;Debêntures;Debênture simples;N;Para negociação;;;;;1.255.000.000;1345671.42;;29/06/2026;PJ;67.620.377/0001-14;MINERVA;15/10/2026;S;DI1;DI de um dia;100.000.000;1.602.527;;S;N;
