TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
CLASSES - FIF;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;175862398.77;;;Outros;999 X 999
CLASSES - FIF;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4478698.17;;;SDP;DI1 X PRE
CLASSES - FIF;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;255965580.20;;;Outros;999 X 999
CLASSES - FIF;02.885.730/0001-42;KONA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;8496255.43;;;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1383595.64;;2026-06-29;SBP;TBF X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;186920639.93;;2026-06-29;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;48246360.13;;2026-06-29;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;21376600.69;;2026-06-29;SDL;DI1 X IAP
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;111860306.15;;2026-06-29;SBD;SB1 X DI1
CLASSES - FIF;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO FINANCEIRO CAMBIAL LONGO PRAZO RESPONSABILIDADE LIMITADA;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1991172.00;;;SDE;DI1 X REU
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;408217100.33;;;Outros;999 X 999
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;76193009.51;;;SEP;REU X PRE
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;51634181.72;;;SDL;DI1 X IAP
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;20946025.59;;;SDC;DI1 X DOL
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1461184.18;;;SCP;DOL X PRE
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;23107419.31;;;SCE;DOL X REU
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;536880726.80;;;Outros;999 X 999
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;296549216.57;;;SEP;REU X PRE
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;246261512.26;;;SDC;DI1 X DOL
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;131719208.65;;;SCP;DOL X PRE
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;55731382.80;;;SDE;DI1 X REU
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;308863939.91;;;Outros;999 X 999
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;7193976.67;;;SCP;DOL X PRE
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;288358439.79;;;Outros;999 X 999
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;171462.39;;;SDC;DI1 X DOL
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;13338221.37;;;SCP;DOL X PRE
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;601058492.19;;;SCE;DOL X REU
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;101059.97;;;SCP;DOL X PRE
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;30227.71;;;SDC;DI1 X DOL
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;934637343.02;;;Outros;999 X 999
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2764685.87;;;SCE;DOL X REU
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1561548356.10;;;SCP;DOL X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;519107067.16;;;SEP;REU X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;729590.56;;;SLP;IAP X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;161964245.57;;;SDC;DI1 X DOL
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;53074496.28;;;SDE;DI1 X REU
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;178669412.89;;;SDP;DI1 X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1277470351.59;;;Outros;999 X 999
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1233460512.85;;;SCP;DOL X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;11990002.28;;;SCE;DOL X REU
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;542795526.57;;;SEP;REU X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;794435474.51;;;SDC;DI1 X DOL
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;76643148.51;;;SDP;DI1 X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;397091940.13;;;SDE;DI1 X REU
CLASSES - FIF;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;187607.32;;;SCP;DOL X PRE
CLASSES - FIF;09.523.207/0001-15;BRADESCO TEJO FI FINANCEIRO - CI MULT - RESP LIMITADA;2026-03-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;258109.64;;;SDL;DI1 X IAP
CLASSES - FIF;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;26958381.72;;;SDP;DI1 X PRE
CLASSES - FIF;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2026-03-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2659196.95;;;SDC;DI1 X DOL
