TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-04-30;457180;1356327810.00;AÇÕES;Ação ordinária;N;Para negociação;276268.00;20925305.10;69395.00;5292734.75;2828574.00;204788757.60;;;VALE3;;;;;;;;1982-02-15;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-04-30;457180;1356327810.00;AÇÕES;Ação ordinária;N;Para negociação;17442.00;655694.10;6034.00;220663.38;315692.00;11759527.00;;;HYPE3;;;;;;;;2008-04-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-04-30;457180;1356327810.00;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;580100.00;11265542.00;580100.00;11265542.00;;;EMBR3;;;;;;;;1989-08-28;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-04-30;457180;1356327810.00;AÇÕES;Ação ordinária;N;Para negociação;62076.00;2647511.11;21799.00;938311.90;814689.00;34917570.54;;;BBAS3;;;;;;;;1973-05-31;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-04-30;457180;1356327810.00;AÇÕES;Ação ordinária;N;Para negociação;161492.00;4537656.24;56555.00;1680364.15;1585489.00;42284991.63;;;PETR3;;;;;;;;1973-09-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-04-30;457180;1356327810.00;AÇÕES;Ação ordinária;N;Para negociação;191269.00;2772328.37;66973.00;976297.34;1763519.00;24971429.04;;;ABEV3;;;;;;;;2013-11-11;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-04-30;457180;1356327810.00;AÇÕES;Ação ordinária;N;Para negociação;32776.00;215240.61;4774.00;29694.28;110781.00;721184.31;;;MRFG3;;;;;;;;2007-06-28;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-04-30;457180;1356327810.00;AÇÕES;Ação ordinária;N;Para negociação;7931.00;247722.33;3054.00;83436.34;116392.00;3686134.64;;;RRRP3;;;;;;;;2020-11-12;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-04-30;457180;1356327810.00;AÇÕES;Ação ordinária;N;Para negociação;46979.00;307333.74;16519.00;99135.00;575634.00;3649519.56;;;BRFS3;;;;;;;;2009-12-10;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-04-30;457180;1356327810.00;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;788500.00;10699945.00;788500.00;10699945.00;;;CCRO3;;;;;;;;2002-02-01;;;;
