TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;4483.000000;4482313.45;;2026-03-31;PJ;08.807.432/0001-10;YDUQS PARTICIPA;2029-12-23;S;DI1;DI de um dia;100.000000;0.781348;;S;N;
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;12567.000000;12590984.99;;2026-03-31;PJ;02.932.074/0001-91;HYPERA S/A;2030-12-15;S;DI1;DI de um dia;100.000000;0.927138;;S;N;
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;9411.000000;9523657.71;;2026-03-31;PJ;00.357.038/0001-16;ELETRONORTE;2032-11-15;S;DI1;DI de um dia;100.000000;0.691519;;S;N;
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;3501.000000;3542909.96;;2026-03-31;PJ;00.357.038/0001-16;ELETRONORTE;2032-11-15;S;DI1;DI de um dia;100.000000;0.691678;;S;N;
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;6274.000000;6307694.58;;2026-03-31;PJ;00.001.180/0001-26;ELETROBRAS;2035-11-15;S;DI1;DI de um dia;100.000000;0.881153;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;5198.000000;950430.99;;;PJ;01.599.101/0001-93;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2027-12-31;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-12-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;184.000000;185593.23;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CREDITORIOS AGRONEGOCIO SA;2029-09-05;S;DI1;DI de um dia;100.000000;3.500000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-12-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;1.000000;1031.41;;;PJ;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;2029-04-12;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-12-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;300.000000;314050.06;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CREDITORIOS AGRONEGOCIO SA;2030-08-15;S;DI1;DI de um dia;103.100000;0.000100;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-12-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;303.000000;78804.41;;;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2026-12-17;S;DI1;DI de um dia;100.000000;5.350000;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;1750.000000;1854317.19;;2026-03-31;PJ;02.451.848/0001-62;CONCES ANHANGUE;2032-07-15;S;DI1;DI de um dia;100.000000;0.683730;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;372.000000;456368.13;;2026-03-31;PJ;32.431.519/0001-10;HELIO VALGAS;2038-06-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;20.931660;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;633.000000;8131.13;;2026-03-31;PJ;49.947.676/0001-86;CREDITCORP SECU;2026-03-27;S;DI1;DI de um dia;100.000000;999.999999;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;146.000000;755383.01;;2026-03-31;PJ;10.835.932/0001-08;CELPE;2026-04-15;S;DI1;DI de um dia;111.000000;0.462077;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;76.000000;381375.78;;2026-03-31;PJ;61.486.650/0001-83;DASA;2026-06-10;S;DI1;DI de um dia;108.500000;1.443742;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;400.000000;204974.24;;2026-03-31;PJ;47.960.950/0001-21;MAGAZ LUIZA;2026-10-15;S;DI1;DI de um dia;100.000000;5.300886;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;537.000000;275177.91;;2026-03-31;PJ;47.960.950/0001-21;MAGAZ LUIZA;2026-10-15;S;DI1;DI de um dia;100.000000;1.797410;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;1255.000000;1295812.23;;2026-03-31;PJ;67.620.377/0001-14;MINERVA;2026-10-15;S;DI1;DI de um dia;100.000000;1.602527;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;211.000000;217861.66;;2026-03-31;PJ;67.620.377/0001-14;MINERVA;2026-10-15;S;DI1;DI de um dia;100.000000;2.085789;;S;N;
CLASSES - FIF;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2025-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;55.000000;56788.58;;2026-03-31;PJ;67.620.377/0001-14;MINERVA;2026-10-15;S;DI1;DI de um dia;100.000000;2.608505;;S;N;
