TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
CLASSES - FIF;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;200933868.51;;;Outros;999 X 999
CLASSES - FIF;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3722530.63;;;SDP;DI1 X PRE
CLASSES - FIF;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;201121785.87;;;Outros;999 X 999
CLASSES - FIF;02.885.730/0001-42;KONA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;8266175.43;;;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2204119.56;;2026-03-31;SBP;TBF X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;214323498.64;;2026-03-31;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;18125541.48;;2026-03-31;SDC;DI1 X DOL
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;44126462.39;;2026-03-31;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;22760288.40;;2026-03-31;SDL;DI1 X IAP
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7347878.25;;2026-03-31;SDC;DI1 X DOL
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;222189114.76;;2026-03-31;SBD;SB1 X DI1
CLASSES - FIF;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO FINANCEIRO CAMBIAL LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-12-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1852158.00;;;SDE;DI1 X REU
CLASSES - FIF;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO FINANCEIRO CAMBIAL LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-12-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;369496.03;;;SDE;DI1 X REU
