TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
CLASSES - FIF;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;218124640.30;;;Outros;999 X 999
CLASSES - FIF;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3302104.29;;;SDP;DI1 X PRE
CLASSES - FIF;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;187802906.12;;;Outros;999 X 999
CLASSES - FIF;02.885.730/0001-42;KONA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7273768.66;;;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2365328.16;;2026-05-01;SBP;TBF X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;191693588.16;;2026-05-01;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;633317.29;;2026-05-01;SBD;SB1 X DI1
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;43435584.82;;2026-05-01;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;21061830.76;;2026-05-01;SDL;DI1 X IAP
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;148743072.47;;2026-05-01;SBD;SB1 X DI1
CLASSES - FIF;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO FINANCEIRO CAMBIAL LONGO PRAZO RESPONSABILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2234480.74;;;SDE;DI1 X REU
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;51536466.47;;;SCE;DOL X REU
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;119118333.04;;;SCP;DOL X PRE
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;23034184.03;;;SDC;DI1 X DOL
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;48115987.63;;;SDL;DI1 X IAP
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;120109968.61;;;SEP;REU X PRE
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;202204733.48;;;Outros;999 X 999
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;195219077.45;;;SEP;REU X PRE
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;34786092.80;;;SDE;DI1 X REU
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;197641092.89;;;SCP;DOL X PRE
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;510292236.78;;;SDC;DI1 X DOL
CLASSES - FIF;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;590437079.04;;;Outros;999 X 999
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;526905699.54;;;Outros;999 X 999
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;17974467.41;;;SCP;DOL X PRE
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;138707649.20;;;Outros;999 X 999
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;244351.70;;;SDC;DI1 X DOL
CLASSES - FIF;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;43846781.08;;;SCP;DOL X PRE
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;184539632.64;;;SCP;DOL X PRE
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;17038059.81;;;SCE;DOL X REU
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;468799558.80;;;SCE;DOL X REU
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;21682.15;;;SDC;DI1 X DOL
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2033514712.55;;;SCP;DOL X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;844082187.90;;;Outros;999 X 999
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;636327865.19;;;SEP;REU X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;158868190.34;;;SDC;DI1 X DOL
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;124908508.43;;;SDP;DI1 X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3207779.35;;;SCE;DOL X REU
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;35827922.66;;;SDE;DI1 X REU
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1824162583.91;;;SCP;DOL X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;411058921.60;;;SEP;REU X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1011678889.32;;;Outros;999 X 999
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;266097396.84;;;SDE;DI1 X REU
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;29922210.92;;;SDP;DI1 X PRE
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1625816582.67;;;SDC;DI1 X DOL
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;4176416.96;;;SCE;DOL X REU
CLASSES - FIF;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;76816.16;;;SLP;IAP X PRE
CLASSES - FIF;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;121585.55;;;SCP;DOL X PRE
CLASSES - FIF;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1407015.30;;;SCP;DOL X PRE
CLASSES - FIF;09.523.207/0001-15;BRADESCO TEJO FI FINANCEIRO - CI MULT - RESP LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;264353.13;;;SDL;DI1 X IAP
CLASSES - FIF;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;8434776.03;;;SDC;DI1 X DOL
CLASSES - FIF;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;52885254.17;;;SDP;DI1 X PRE
CLASSES - FIF;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;328341.11;;;SDP;DI1 X PRE
CLASSES - FIF;09.720.523/0001-87;BB PREV MULTI II FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;98909565.00;;;SDM;DI1 X IGM
CLASSES - FIF;09.720.523/0001-87;BB PREV MULTI II FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;52865510.00;;;SFD;IPC X DI1
CLASSES - FIF;10.435.467/0001-18;SHARP MULTIMANAGER BBDC FI FINANCEIRO - CI MULT - RESP LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;12621.85;;2026-05-01;Outros;999 X 999
CLASSES - FIF;11.702.084/0001-21;SAINT GERMAIN FUNDO DE INVESTIMENTO MULTI - RESPONSANBILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1720058.23;;2026-05-01;Outros;999 X 999
CLASSES - FIF;11.702.084/0001-21;SAINT GERMAIN FUNDO DE INVESTIMENTO MULTI - RESPONSANBILIDADE LIMITADA;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;16107885.60;;2026-05-01;Outros;999 X 999
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;238745538.18;;;Outros;999 X 999
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;42177929.21;;;SDC;DI1 X DOL
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1654144279.87;;;SDP;DI1 X PRE
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;800237350.80;;;SDL;DI1 X IAP
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2308124886.43;;;SCP;DOL X PRE
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4208298.86;;;SEP;REU X PRE
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1149783480.86;;;Outros;999 X 999
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;758353247.81;;;SDC;DI1 X DOL
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;785603432.55;;;SDP;DI1 X PRE
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;982453381.52;;;SDL;DI1 X IAP
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2058703577.32;;;SCP;DOL X PRE
CLASSES - FIF;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;25153372.30;;;SDE;DI1 X REU
CLASSES - FIF;11.886.391/0001-00;CLASSE A DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;319340.77;;;SDP;DI1 X PRE
CLASSES - FIF;11.886.391/0001-00;CLASSE A DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2026-01-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;647269.20;;;SDP;DI1 X PRE
