TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
CLASSES - FIF;02.885.730/0001-42;KONA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;62433240.71;;;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1536232.56;;2025-09-28;SBP;TBF X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;180635880.95;;2025-09-28;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;60215843.32;;2025-09-28;SDP;DI1 X PRE
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1353136.09;;2025-09-28;SDL;DI1 X IAP
CLASSES - FIF;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;151547004.14;;2025-09-28;SBD;SB1 X DI1
CLASSES - FIF;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO FINANCEIRO CAMBIAL LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;335328.00;;;SDE;DI1 X REU
CLASSES - FIF;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO FINANCEIRO CAMBIAL LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;528553.80;;;SDE;DI1 X REU
CLASSES - FIF;07.046.169/0001-21;ASCESE FUNDO DE INVESTIMENTO FINANCEIRO;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;342249.89;;2025-12-27;Outros;999 X 999
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;451531379.74;;;SCP;DOL X PRE
CLASSES - FIF;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1196762458.56;;;SCE;DOL X REU
CLASSES - FIF;09.523.207/0001-15;BRADESCO TEJO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;327994.79;;;SDL;DI1 X IAP
CLASSES - FIF;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;32915134.38;;;SDP;DI1 X PRE
CLASSES - FIF;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;4597288.64;;;SDP;DI1 X PRE
CLASSES - FIF;09.720.523/0001-87;BB PREV MULTI II FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;82933260.00;;;SDM;DI1 X IGM
CLASSES - FIF;09.720.523/0001-87;BB PREV MULTI II FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;48231170.00;;;SFD;IPC X DI1
CLASSES - FIF;10.435.467/0001-18;SHARP MULTIMANAGER BBDC FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;13705.19;;2025-09-28;Outros;999 X 999
CLASSES - FIF;10.435.467/0001-18;SHARP MULTIMANAGER BBDC FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;4589.77;;2025-09-28;Outros;999 X 999
CLASSES - FIF;11.702.084/0001-21;SAINT GERMAIN FUNDO DE INVESTIMENTO MULTI - RESPONSANBILIDADE LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2695419.68;;2025-09-28;Outros;999 X 999
CLASSES - FIF;11.702.084/0001-21;SAINT GERMAIN FUNDO DE INVESTIMENTO MULTI - RESPONSANBILIDADE LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;19706482.14;;2025-09-28;Outros;999 X 999
CLASSES - FIF;11.886.391/0001-00;CLASSE A DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;595580.96;;;SDP;DI1 X PRE
CLASSES - FIF;12.610.561/0001-91;TOTAL FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;2025-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;36078102.63;;2025-09-28;SDL;DI1 X IAP
