TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2025-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;8463.000000;8517155.83;;2025-09-28;PJ;12.648.327/0001-53;HIDROVIAS DO BR;2031-06-11;S;DI1;DI de um dia;100.000000;0.749999;;S;N;
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2025-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;6132.000000;6171251.03;;2025-09-28;PJ;21.389.501/0001-81;COMPASS GAS EN;2030-06-01;S;DI1;DI de um dia;100.000000;0.855316;;S;N;
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2025-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;8390.000000;8429572.18;;2025-09-28;PJ;06.057.223/0001-71;SENDAS DISTRIBU;2029-06-05;S;DI1;DI de um dia;100.000000;1.281088;;S;N;
CLASSES - FIF;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2025-06-30;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;8266.000000;4317759.20;;2025-09-28;PJ;04.370.282/0001-70;COPEL GERACAO E;2025-09-10;S;DI1;DI de um dia;100.000000;1.336207;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;5198.000000;2346740.39;;;PJ;01.599.101/0001-93;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2027-12-31;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1.000000;421.99;;;PJ;01.599.101/0001-93;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2029-01-15;S;DI1;DI de um dia;100.000000;4.500000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-06-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;40.000000;43040.10;;;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2034-02-10;S;DI1;DI de um dia;107.000000;0.100000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-06-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;60.000000;61857.85;;;PJ;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;2029-04-12;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-06-30;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;303.000000;154783.01;;;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2026-12-17;S;DI1;DI de um dia;100.000000;5.350000;;S;N;
CLASSES - FIF;00.832.435/0001-00;ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA;2025-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;913.000000;918712.39;;2025-07-30;PJ;12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;2028-06-11;S;DI1;DI de um dia;100.000000;0.500000;;S;N;
