TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;21215.00;255174.48;15000.00;177155.00;597035.00;7200242.10;;;ENEV3;;;;;;;;2013-10-22;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;15145.00;53455.64;10300.00;37128.00;418365.00;1468461.15;;;CIEL3;;;;;;;;2009-12-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;5498.00;206265.84;9800.00;385940.00;149819.00;5564277.66;;;HYPE3;;;;;;;;2008-04-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;9603.00;211143.80;2500.00;54407.00;98590.00;1998419.30;;;CYRE3;;;;;;;;1996-05-27;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;16958.00;467389.24;25500.00;699332.00;463897.00;12812835.14;;;RADL3;;;;;;;;2011-12-19;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;20636.00;749475.13;14100.00;502300.00;881686.00;31978751.22;;;WEGE3;;;;;;;;2004-08-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;8023.00;96982.19;13400.00;165090.00;231172.00;2806428.08;;;CSNA3;;;;;;;;1993-08-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;3721.00;91689.85;2600.00;65222.00;97908.00;2405599.56;;;MULT3;;;;;;;;2007-07-27;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;16024.00;203988.32;9400.00;117132.00;368626.00;4751589.14;;;CCRO3;;;;;;;;2002-02-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;11268.00;166963.74;8000.00;124441.00;371263.00;5405589.28;;;NTCO3;;;;;;;;2019-12-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;7078.00;192372.10;5000.00;136346.00;189097.00;5105619.00;;;TOTS3;;;;;;;;2006-03-09;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;40510.00;2092946.38;6500.00;340300.00;446714.00;24247635.92;;;SUZB3;;;;;;;;2004-08-05;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;9355.00;293398.11;6400.00;201349.00;467581.00;14593203.01;;;BBSE3;;;;;;;;2013-04-29;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;12742.00;175545.25;9000.00;138652.00;368758.00;4941357.20;;;LREN3;;;;;;;;1973-07-24;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;15491.00;291785.82;10600.00;201600.00;731348.00;13837104.16;;;VBBR3;;;;;;;;2021-10-22;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;60108.00;276705.21;40900.00;178479.00;2634932.00;12384180.40;;;HAPV3;;;;;;;;2018-04-25;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;11414.00;672458.76;11400.00;705002.00;399025.00;23366904.00;;;RENT3;;;;;;;;2005-05-23;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;29744.00;953403.76;10300.00;328474.00;686234.00;22000662.04;;;EQTL3;;;;;;;;2006-04-03;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;22616.00;226354.40;15900.00;149170.00;977222.00;9957892.18;;;BRFS3;;;;;;;;2009-12-10;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;76865.00;5194829.68;42000.00;2879562.00;2874113.00;194232556.54;;;VALE3;;;;;;;;1982-02-15;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-09-30;532062;1334428902.10;AÇÕES;Ação ordinária;N;Para negociação;15765.00;286166.35;10800.00;200499.00;505176.00;9118426.80;;;JBSS3;;;;;;;;2007-03-29;;;;
