TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-06-30;487649;1390135836.88;AÇÕES;Ação ordinária;N;Para negociação;23127.00;299838.20;5500.00;73320.00;523315.00;7195581.25;;;ASAI3;;;;;;;;2021-03-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-06-30;487649;1390135836.88;AÇÕES;Ação ordinária;N;Para negociação;6523.00;49078.56;1500.00;10830.00;127787.00;840838.46;;;PETZ3;;;;;;;;2020-09-11;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-06-30;487649;1390135836.88;AÇÕES;Ação ordinária;N;Para negociação;16298.00;563973.70;3900.00;141384.00;382793.00;14193964.44;;;PRIO3;;;;;;;;2015-06-26;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-06-30;487649;1390135836.88;AÇÕES;Ação ordinária;N;Para negociação;39208.00;1505485.84;9400.00;367839.00;1213784.00;48247914.00;;;ELET3;;;;;;;;1983-09-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-06-30;487649;1390135836.88;AÇÕES;Ação ordinária;N;Para negociação;11451.00;150132.32;2800.00;37214.00;224494.00;2723112.22;;;CSNA3;;;;;;;;1993-08-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-06-30;487649;1390135836.88;AÇÕES;Ação ordinária;N;Para negociação;86382.00;5824852.62;20800.00;1433293.00;3072181.00;197295463.82;;;VALE3;;;;;;;;1982-02-15;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-06-30;487649;1390135836.88;AÇÕES;Ação ordinária;N;Para negociação;23605.00;538099.40;5700.00;124972.00;754924.00;16759312.80;;;RAIL3;;;;;;;;2017-03-13;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-06-30;487649;1390135836.88;AÇÕES;Ação ordinária;N;Para negociação;30622.00;74583.20;7400.00;18718.00;625518.00;1344863.70;;;VIIA3;;;;;;;;2021-08-16;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-06-30;487649;1390135836.88;AÇÕES;Ação ordinária;N;Para negociação;21640.00;378381.32;5200.00;92251.00;811290.00;14643784.50;;;VBBR3;;;;;;;;2021-10-22;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-06-30;487649;1390135836.88;AÇÕES;Ação ordinária;N;Para negociação;5678.00;40619.58;1400.00;10098.00;148043.00;1076272.61;;;MRFG3;;;;;;;;2007-06-28;;;;
