TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;35985.00;669325.07;13101.00;232590.09;711363.00;13771987.68;;;CSAN3;;;;;;;;2005-11-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;135412.00;1884183.49;49486.00;700543.14;1784854.00;24506045.42;;;ABEV3;;;;;;;;2013-11-11;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;31033.00;885550.75;14414.00;411229.82;446028.00;13113223.20;;;RADL3;;;;;;;;2011-12-19;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;10550.00;760943.32;3857.00;265742.43;135568.00;10217760.16;;;SBSP3;;;;;;;;1997-03-11;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;328800.00;2449560.00;328800.00;2449560.00;;;SOMA3;;;;;;;;2020-07-31;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;114107.00;4337639.69;41744.00;1522840.96;1485277.00;57896097.46;;;PETR3;;;;;;;;1973-09-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;535500.00;9601515.00;535500.00;9601515.00;;;TIMS3;;;;;;;;2020-10-13;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;61039.00;2541096.75;22311.00;913896.18;1202769.00;51033488.67;;;ELET3;;;;;;;;1983-09-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;20698.00;669737.19;7496.00;233034.28;271136.00;9123726.40;;;BBSE3;;;;;;;;2013-04-29;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;51696.00;740294.19;18836.00;274756.68;567704.00;7839992.24;;;BRFS3;;;;;;;;2009-12-10;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;34971.00;854751.73;12828.00;302845.28;463853.00;11554578.23;;;JBSS3;;;;;;;;2007-03-29;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;35989.00;1003523.08;13202.00;356562.34;491736.00;14142327.36;;;RDOR3;;;;;;;;2020-12-10;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;8227.00;191190.23;2992.00;66040.32;89932.00;2165562.56;;;CYRE3;;;;;;;;1996-05-27;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;8110.00;60343.07;2981.00;21947.54;96935.00;724104.45;;;BEEF3;;;;;;;;2007-07-20;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;23503.00;1061819.71;9078.00;400742.32;492493.00;22679302.65;;;PRIO3;;;;;;;;2015-06-26;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;136419.00;10346861.57;49860.00;3660086.20;1675001.00;129310077.20;;;VALE3;;;;;;;;1982-02-15;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;29362.00;497955.10;10719.00;175625.22;395564.00;6890724.88;;;LREN3;;;;;;;;1973-07-24;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;236249.00;3359796.91;64182.00;881411.86;2328927.00;33885887.85;;;B3SA3;;;;;;;;2018-03-26;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;106189.00;462887.33;68230.00;296966.10;2149778.00;9566512.10;;;HAPV3;;;;;;;;2018-04-25;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;33704.00;1176608.76;12340.00;420685.00;671073.00;23970727.56;;;EQTL3;;;;;;;;2006-04-03;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;45686.00;1640350.51;16700.00;587923.00;520318.00;19204937.38;;;WEGE3;;;;;;;;2004-08-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;21084.00;1132315.95;7722.00;399847.54;271593.00;15108718.59;;;SUZB3;;;;;;;;2004-08-05;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;15827.00;532441.36;5745.00;196379.35;193097.00;6505437.93;;;TOTS3;;;;;;;;2006-03-09;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;21417.00;360548.95;9470.00;157888.30;439305.00;7419861.45;;;NTCO3;;;;;;;;2019-12-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;34366.00;790686.86;12582.00;285385.78;709724.00;16153318.24;;;VBBR3;;;;;;;;2021-10-22;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;33806.00;153646.76;12340.00;54247.00;723608.00;3393721.52;;;CIEL3;;;;;;;;2009-12-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;88424.00;192090.78;32387.00;67515.79;1638322.00;3538775.52;;;MGLU3;;;;;;;;2011-05-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;18555.00;341438.99;6838.00;118243.94;240597.00;4730137.02;;;CSNA3;;;;;;;;1993-08-02;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;11640.00;120797.98;4338.00;41449.88;128465.00;1442661.95;;;MRVE3;;;;;;;;2007-07-23;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;25857.00;1612348.28;13228.00;758899.70;451203.00;28696510.80;;;RENT3;;;;;;;;2005-05-23;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;30642.00;431186.98;11217.00;155185.79;488139.00;6921811.02;;;CCRO3;;;;;;;;2002-02-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;22642.00;515394.43;8236.00;191184.20;345038.00;7725400.82;;;EMBR3;;;;;;;;1989-08-28;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;12659.00;445935.33;4612.00;160575.20;187338.00;6697333.50;;;HYPE3;;;;;;;;2008-04-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-12-31;581590;1417839594.65;AÇÕES;Ação ordinária;N;Para negociação;37622.00;858103.59;13713.00;309833.15;806627.00;18512089.65;;;RAIL3;;;;;;;;2017-03-13;;;;
