TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-01-31;411043;1581893981.20;AÇÕES;Ação ordinária;N;Para negociação;30000.00;519200.00;18100.00;300480.00;575848.00;9616661.60;;;CSAN3;;;;;;;;2005-11-18;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-01-31;411043;1581893981.20;AÇÕES;Ação ordinária;N;Para negociação;8400.00;463561.00;5400.00;291739.00;286500.00;15946590.00;;;SBSP3;;;;;;;;1997-03-11;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-01-31;411043;1581893981.20;AÇÕES;Ação ordinária;N;Para negociação;7700.00;136591.00;153772.00;3510882.37;252443.00;4546498.43;;;ALSO3;;;;;;;;2019-08-06;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-01-31;411043;1581893981.20;AÇÕES;Ação ordinária;N;Para negociação;28800.00;626592.00;17300.00;373226.00;505565.00;10151745.20;;;JBSS3;;;;;;;;2007-03-29;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-01-31;411043;1581893981.20;AÇÕES;Ação ordinária;N;Para negociação;8400.00;69741.00;4900.00;40409.00;139115.00;1071185.50;;;MRFG3;;;;;;;;2007-06-28;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-01-31;411043;1581893981.20;AÇÕES;Ação ordinária;N;Para negociação;29900.00;871006.00;17500.00;490571.00;966500.00;30831350.00;;;RDOR3;;;;;;;;2020-12-10;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-01-31;411043;1581893981.20;AÇÕES;Ação ordinária;N;Para negociação;20300.00;1145805.00;12500.00;675857.83;338015.00;20013868.15;;;RENT3;;;;;;;;2005-05-23;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-01-31;411043;1581893981.20;AÇÕES;Ação ordinária;N;Para negociação;51600.00;2152408.00;31100.00;1268825.00;1192097.00;48458743.05;;;ELET3;;;;;;;;1983-09-01;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-01-31;411043;1581893981.20;AÇÕES;Ação ordinária;N;Para negociação;28800.00;440592.00;17000.00;255704.00;597156.00;9829187.76;;;VBBR3;;;;;;;;2021-10-22;;;;
FIIM;06.323.688/0001-27;IT NOW PIBB IBRX-50 - FUNDO DE ÍNDICE;2023-01-31;411043;1581893981.20;AÇÕES;Ação ordinária;N;Para negociação;16800.00;588378.00;10300.00;356316.00;298869.00;11291270.82;;;BBSE3;;;;;;;;2013-04-29;;;;
