TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
FI;01.622.154/0001-88;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA HOUSTON;2023-05-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;7528832.88;;;SDL;DI1 X IAP
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVEST. NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;270381028.64;;2023-08-29;Outros;999 X 999
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVEST. NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;146529.62;;2023-08-29;SDP;DI1 X PRE
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVEST. NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;213479723.81;;2023-08-29;Outros;999 X 999
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVEST. NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7059.84;;2023-08-29;SDP;DI1 X PRE
FI;02.727.085/0001-30;MÁXIMA  FMP - FGTS  PETROBRAS;2023-05-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;02.885.730/0001-42;KONA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;37682793.97;;;SDP;DI1 X PRE
FI;02.885.730/0001-42;KONA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;14469002.35;;;SDP;DI1 X PRE
FI;03.737.188/0001-43;FUNDO DE INVESTIMENTO CAIXA MULTIMERCADO RV 30 LONGO PRAZO;2023-05-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2121991.11;;;Outros;999 X 999
FI;03.737.188/0001-43;FUNDO DE INVESTIMENTO CAIXA MULTIMERCADO RV 30 LONGO PRAZO;2023-05-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;790853.26;;;Outros;999 X 999
FI;03.919.474/0001-20;BANESTES  FMP - FGTS  PETROBRAS;2023-05-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;27996943.42;;2023-08-29;SDL;DI1 X IAP
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1499587.96;;2023-08-29;SBP;TBF X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;196109607.64;;2023-08-29;SDP;DI1 X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1277799.37;;2023-08-29;SCP;DOL X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;51078555.25;;2023-08-29;SDP;DI1 X PRE
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;71644233.87;;2023-08-29;SDL;DI1 X IAP
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;4898256.41;;2023-08-29;SDC;DI1 X DOL
FI;04.085.474/0001-34;CREDIT SUISSE PRÓPRIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-05-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;13835142.22;;2023-08-29;SBD;SB1 X DI1
FI;04.262.717/0001-62;FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO PARIS I;2023-05-31;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;191.08;;2023-08-29;Outros;999 X 999
